station_id,name,lat,lon,address,capacity,current
490,245 - COSTANERA NORTE,-34.5648,-58.402,AV. Costanera Rafael del Obligado 1700,16,1
491,266 - PLAZA SABATTINI,-34.6123,-58.4433,COLPAYO 699,8,1
492,325 - MEDRANO,-34.6097,-58.4216,3905 Bartolomé Mitre,20,1
493,208 - NICASIO OROÑO,-34.5967,-58.4594,Nicasio Oroño 2598,8,1
494,314 - ALLENDE,-34.6148,-58.5117,Allende 2794,12,1
496,052 - CAMPANA II,-34.5832,-58.5132,Cochrane 3298 (y Campana),12,1
497,307 - CERRETTI,-34.5744,-58.4962,Ceretti 2892,12,1
498,055 - HABANA,-34.5866,-58.495,Gral. José Gervasio Artigas 4298 (y Habana),12,1
499,286 - FILOSOFIA Y LETRAS,-34.6286,-58.4468,José Bonifacio 1407,16,1
500,235 - COMUNA 13,-34.5532,-58.4642,Ibera 2377,16,1
501,020 - GRECIA,-34.5492,-58.4619,Grecia 3290,16,1
502,296 - SAN ISIDRO LABRADOR,-34.5407,-58.4752,Av. San Isidro Labrador 4850,16,1
503,212 - TRES ARROYOS,-34.6072,-58.4564,Paysandú 1491,20,1
504,214 - MORÓN,-34.6247,-58.4752,Morón 3089,12,1
505,337 - AV. J. B. JUSTO,-34.6226,-58.482,Emilio Lamarca 915 (y Av. Juan B. Justo),16,1
506,040 - PARQUE SALGUERO,-34.5694,-58.3994,Av. Costa Salguero 1222,20,1
507,271 - VILLA SOLDATI II,-34.6732,-58.4553,23 de junio 4249,24,1
508,170 - RAFAELA,-34.6392,-58.4948,Rafaela 4811,12,1
509,386 - VELEZ SARSFIELD,-34.6336,-58.4898,Av. Carrasco 214,12,1
511,284 - AV. FOREST,-34.5754,-58.4627,Delgado 1569 (y Av. Forest),16,1
512,195 - PARQUE CHAS,-34.5816,-58.4751,Av. De los Incas 4535,19,1
513,308 - SAN MARTIN II,-34.5971,-58.4907,Av. San Martín 5129,12,1
515,294 - PLAZOLETA RÍO DE LA PLATA,-34.5742,-58.4147,Av. Sarmiento 500,15,1
516,368 - PLAZA DE LA SHOÁ,-34.571,-58.4233,Av. Del Libertador 3899,20,1
517,332 - PACÍFICO II,-34.5745,-58.4248,Av. Int. Bullrich 300,16,1
518,329 - LAS CAÑITAS,-34.5739,-58.4318,Clay 2818,12,1
519,053 - AV. DEL LIBERTADOR ,-34.5929,-58.3754,Av. Del Libertador 100,20,1
520,180 - PARQUE OLIMPICO,-34.6726,-58.4455,Av. Coronel Roca 5252 (dentro del Parque Olímpico). ,20,1
521,226 - AV. WARNES,-34.5965,-58.4664,Av. Warnes 2150,16,1
522,119 - PLAZOLETA BENEDIT,-34.6022,-58.4425,Av. Warnes y Av. R. Scalabrini Ortiz,16,1
524,338 - AV. CABILDO,-34.5579,-58.4607,Av. Cabildo 2586,12,1
525,317 - ESCUELA RAGGIO,-34.5367,-58.4668,Av. Libertador 8620 (y Pico),16,1
526,088 - NUÑEZ ,-34.5416,-58.4634,Comodoro Martín Rivadavia 1630,12,1
527,068 - AV. CORDOBA,-34.5887,-58.4384,Av. Cordoba 5403,12,1
528,042 - Skate Park Villa Luro,-34.6367,-58.4953, Av. Rivadavia 9301,16,1
529,011 - RIO DE JANEIRO,-34.6133,-58.4301,Río de Janeiro 205,18,1
530,031 - PARQUE RIVADAVIA,-34.6165,-58.4324,Av Rivadavia 4950,20,1
531,048 - JOSE AMALFITANI,-34.6336,-58.5213,Av. Juan Bautista Justo 6383,20,1
532,072 - INSTITUTO POLITÉCNICO MODELO,-34.573,-58.5039,Av Constituyentes 5880,20,1
533,077 - CRISOLOGO LARRALDE,-34.5612,-58.492,Galván 3601,20,1
534,081 - PARQUE DE LAS CIENCIAS,-34.583,-58.43,Soler 5300 ,24,1
535,090 - HONORIO PUEYRREDON,-34.6025,-58.4497,Honorio Pueyrredón 1653,20,1
536,019 - PLAZA  SAN MARTIN,-34.5955,-58.3775,Av. Santa Fe 716,20,1
537,389 - Av. ELCANO,-34.5708,-58.4581,Av. ELCANO 3000,12,1
538,047 - PARQUE DE LA INNOVACIÓN,-34.5451,-58.4514,Av. G. Udaondo 1146,15,0
539,115 - JUAN DE GARAY,-34.627,-58.3806,Av. Juan de Garay 1135,20,1
540,185 - JORGE NEWBERY,-34.5577,-58.4103,Av. Costanera Rafael Obligado,18,1
541,198 - AEROPARQUE,-34.5557,-58.4132,Av. Costanera Rafael Obligado,12,1
542,202 - VICTOR MANUEL ACUÑA,-34.5539,-58.4195,Av. Costanera Rafael Obligado,16,1
543,139 - CASA ROSADA,-34.6075,-58.3667,Av. Alicia Moreau de Justo 861,16,1
544,078 - TEATRO COLÓN,-34.6006,-58.3824,Cerrito 698,23,1
545,141 - DEL BARCO CENTENERA,-34.6278,-58.4403,Del Barco Centenera 741,20,1
546,143 - COMUNA 7,-34.6313,-58.4418,Emilio Mitre 860,16,1
547,023 - ALMAGRO,-34.6202,-58.4221,México 4000,20,1
548,051 - PLAZA SUDAMERICA,-34.6878,-58.4752,Av. Piedrabuena 4901,20,1
549,095 - EMILIO CASTRO,-34.6497,-58.5108,Av. Emilio Castro 6301,16,1
550,154 - LINIERS,-34.6348,-58.5271,Av. Juan Bautista Justo 9710,20,1
551,157 - LEGUIZAMON,-34.6448,-58.5189,Martiniano Leguizamón 599,20,1
552,209 - DEVOTO,-34.6029,-58.5126,Ricardo Gutierrez 4224,24,1
553,210 - JOSE LEON CABEZON,-34.5802,-58.5009,José León Cabezón 2516,16,1
554,211 - BLANCO ENCALADA,-34.5699,-58.4767,Blanco Encalada 4118,16,1
556,230 - AREVALO,-34.5836,-58.4436,Arévalo 1408,32,1
2,002 - Retiro I,-34.5924,-58.3747,AV. Dr. José María Ramos Mejía 1300,40,0
2,002 - Retiro I,-34.5924,-58.3747,AV. Dr. José María Ramos Mejía 1300,40,0
2,002 - Retiro I,-34.5924,-58.3747,AV. Dr. José María Ramos Mejía 1300,40,0
21,021 - Parque Patricios,-34.6401,-58.4064,Iguazu & Uspallata,24,0
43,334 - CENTRO DE EXPOSICIONES,-34.584,-58.3899,2133 Figueroa Alcorta,27,0
61,098 - BENITO JUAREZ,-34.6189,-58.5052, Benito Juarez 2231,12,0
153,153 - JUAN MANUEL DE BLANES,-34.631,-58.3629,Av. Almirante Brown 653,19,0
168,168 - Estados Unidos,-34.6186,-58.3812,Estados Unidos & Lima,20,0
169,169 - FACULTAD DE PSICOLOGIA,-34.6131,-58.415,Av. Hipólito Yrigoyen 3417,19,0
197,197 - PLAZA CIUDAD DE UDINE,-34.621,-58.493,Mercedes 1480,20,0
228,010 - Madero UCA,-34.6165,-58.3657,"1600 Moreau De Justo, Alicia Av.",16,0
385,268 - Plaza Aristóbulo Del Valle,-34.6062,-58.4931,Campana & Marcos Sastre  ,15,0
444,061 - Ministerio de Economia,-34.6089,-58.3707,"Balcarce e Yrigoyen, Hipolito Av.",24,0
458,219 - Parque Chacabuco II,-34.6364,-58.444,AV. ASAMBLEA 1400,27,0
538,047 - PARQUE DE LA INNOVACIÓN,-34.5451,-58.4514,Av. G. Udaondo 1146,16,0
2,002 - Retiro I,-34.5924,-58.3747,AV. Dr. José María Ramos Mejía 1300,40,0
21,021 - Parque Patricios,-34.6401,-58.4064,Iguazu & Uspallata,24,0
43,334 - CENTRO DE EXPOSICIONES,-34.584,-58.3899,2133 Figueroa Alcorta,27,0
61,098 - BENITO JUAREZ,-34.6189,-58.5052, Benito Juarez 2231,12,0
153,153 - JUAN MANUEL DE BLANES,-34.631,-58.3629,Av. Almirante Brown 653,19,0
168,168 - Estados Unidos,-34.6186,-58.3812,Estados Unidos & Lima,20,0
169,169 - FACULTAD DE PSICOLOGIA,-34.6131,-58.415,Av. Hipólito Yrigoyen 3417,19,0
197,197 - PLAZA CIUDAD DE UDINE,-34.621,-58.493,Mercedes 1480,20,0
228,010 - Madero UCA,-34.6165,-58.3657,"1600 Moreau De Justo, Alicia Av.",16,0
385,268 - Plaza Aristóbulo Del Valle,-34.6062,-58.4931,Campana & Marcos Sastre  ,15,0
444,061 - Ministerio de Economia,-34.6089,-58.3707,"Balcarce e Yrigoyen, Hipolito Av.",24,0
458,219 - Parque Chacabuco II,-34.6364,-58.444,AV. ASAMBLEA 1400,27,0
538,047 - PARQUE DE LA INNOVACIÓN,-34.5451,-58.4514,Av. G. Udaondo 1146,16,0
2,002 - Retiro I,-34.5924,-58.3747,AV. Dr. José María Ramos Mejía 1300,40,0
21,021 - Parque Patricios,-34.6401,-58.4064,Iguazu & Uspallata,24,0
43,334 - CENTRO DE EXPOSICIONES,-34.584,-58.3899,2133 Figueroa Alcorta,27,0
61,098 - BENITO JUAREZ,-34.6189,-58.5052, Benito Juarez 2231,12,0
153,153 - JUAN MANUEL DE BLANES,-34.631,-58.3629,Av. Almirante Brown 653,19,0
168,168 - Estados Unidos,-34.6186,-58.3812,Estados Unidos & Lima,20,0
169,169 - FACULTAD DE PSICOLOGIA,-34.6131,-58.415,Av. Hipólito Yrigoyen 3417,19,0
197,197 - PLAZA CIUDAD DE UDINE,-34.621,-58.493,Mercedes 1480,20,0
228,010 - Madero UCA,-34.6165,-58.3657,"1600 Moreau De Justo, Alicia Av.",16,0
385,268 - Plaza Aristóbulo Del Valle,-34.6062,-58.4931,Campana & Marcos Sastre  ,15,0
444,061 - Ministerio de Economia,-34.6089,-58.3707,"Balcarce e Yrigoyen, Hipolito Av.",24,0
458,219 - Parque Chacabuco II,-34.6364,-58.444,AV. ASAMBLEA 1400,27,0
538,047 - PARQUE DE LA INNOVACIÓN,-34.5451,-58.4514,Av. G. Udaondo 1146,16,0
2,002 - Retiro I,-34.5924,-58.3747,AV. Dr. José María Ramos Mejía 1300,40,0
21,021 - Parque Patricios,-34.6401,-58.4064,Iguazu & Uspallata,24,0
43,334 - CENTRO DE EXPOSICIONES,-34.584,-58.3899,2133 Figueroa Alcorta,27,0
61,098 - BENITO JUAREZ,-34.6189,-58.5052, Benito Juarez 2231,12,0
153,153 - JUAN MANUEL DE BLANES,-34.631,-58.3629,Av. Almirante Brown 653,19,0
168,168 - Estados Unidos,-34.6186,-58.3812,Estados Unidos & Lima,20,0
169,169 - FACULTAD DE PSICOLOGIA,-34.6131,-58.415,Av. Hipólito Yrigoyen 3417,19,0
197,197 - PLAZA CIUDAD DE UDINE,-34.621,-58.493,Mercedes 1480,20,0
228,010 - Madero UCA,-34.6165,-58.3657,"1600 Moreau De Justo, Alicia Av.",16,0
385,268 - Plaza Aristóbulo Del Valle,-34.6062,-58.4931,Campana & Marcos Sastre  ,15,0
444,061 - Ministerio de Economia,-34.6089,-58.3707,"Balcarce e Yrigoyen, Hipolito Av.",24,0
458,219 - Parque Chacabuco II,-34.6364,-58.444,AV. ASAMBLEA 1400,27,0
538,047 - PARQUE DE LA INNOVACIÓN,-34.5451,-58.4514,Av. G. Udaondo 1146,16,0
2,002 - Retiro I,-34.5924,-58.3747,AV. Dr. José María Ramos Mejía 1300,40,0
21,021 - Parque Patricios,-34.6401,-58.4064,Iguazu & Uspallata,24,0
43,334 - CENTRO DE EXPOSICIONES,-34.584,-58.3899,2133 Figueroa Alcorta,27,0
61,098 - BENITO JUAREZ,-34.6189,-58.5052, Benito Juarez 2231,12,0
153,153 - JUAN MANUEL DE BLANES,-34.631,-58.3629,Av. Almirante Brown 653,19,0
168,168 - Estados Unidos,-34.6186,-58.3812,Estados Unidos & Lima,20,0
169,169 - FACULTAD DE PSICOLOGIA,-34.6131,-58.415,Av. Hipólito Yrigoyen 3417,19,0
197,197 - PLAZA CIUDAD DE UDINE,-34.621,-58.493,Mercedes 1480,20,0
228,010 - Madero UCA,-34.6165,-58.3657,"1600 Moreau De Justo, Alicia Av.",16,0
385,268 - Plaza Aristóbulo Del Valle,-34.6062,-58.4931,Campana & Marcos Sastre  ,15,0
444,061 - Ministerio de Economia,-34.6089,-58.3707,"Balcarce e Yrigoyen, Hipolito Av.",24,0
458,219 - Parque Chacabuco II,-34.6364,-58.444,AV. ASAMBLEA 1400,27,0
538,047 - PARQUE DE LA INNOVACIÓN,-34.5451,-58.4514,Av. G. Udaondo 1146,16,0
2,002 - Retiro I,-34.5924,-58.3747,AV. Dr. José María Ramos Mejía 1300,40,0
21,021 - Parque Patricios,-34.6401,-58.4064,Iguazu & Uspallata,24,0
43,334 - CENTRO DE EXPOSICIONES,-34.584,-58.3899,2133 Figueroa Alcorta,27,0
61,098 - BENITO JUAREZ,-34.6189,-58.5052, Benito Juarez 2231,12,0
153,153 - JUAN MANUEL DE BLANES,-34.631,-58.3629,Av. Almirante Brown 653,19,0
168,168 - Estados Unidos,-34.6186,-58.3812,Estados Unidos & Lima,20,0
169,169 - FACULTAD DE PSICOLOGIA,-34.6131,-58.415,Av. Hipólito Yrigoyen 3417,19,0
197,197 - PLAZA CIUDAD DE UDINE,-34.621,-58.493,Mercedes 1480,20,0
228,010 - Madero UCA,-34.6165,-58.3657,"1600 Moreau De Justo, Alicia Av.",16,0
385,268 - Plaza Aristóbulo Del Valle,-34.6062,-58.4931,Campana & Marcos Sastre  ,15,0
444,061 - Ministerio de Economia,-34.6089,-58.3707,"Balcarce e Yrigoyen, Hipolito Av.",24,0
458,219 - Parque Chacabuco II,-34.6364,-58.444,AV. ASAMBLEA 1400,27,0
538,047 - PARQUE DE LA INNOVACIÓN,-34.5451,-58.4514,Av. G. Udaondo 1146,16,0
2,002 - Retiro I,-34.5924,-58.3747,AV. Dr. José María Ramos Mejía 1300,40,0
21,021 - Parque Patricios,-34.6401,-58.4064,Iguazu & Uspallata,24,0
43,334 - CENTRO DE EXPOSICIONES,-34.584,-58.3899,2133 Figueroa Alcorta,27,0
61,098 - BENITO JUAREZ,-34.6189,-58.5052, Benito Juarez 2231,12,0
153,153 - JUAN MANUEL DE BLANES,-34.631,-58.3629,Av. Almirante Brown 653,19,0
168,168 - Estados Unidos,-34.6186,-58.3812,Estados Unidos & Lima,20,0
169,169 - FACULTAD DE PSICOLOGIA,-34.6131,-58.415,Av. Hipólito Yrigoyen 3417,19,0
197,197 - PLAZA CIUDAD DE UDINE,-34.621,-58.493,Mercedes 1480,20,0
228,010 - Madero UCA,-34.6165,-58.3657,"1600 Moreau De Justo, Alicia Av.",16,0
385,268 - Plaza Aristóbulo Del Valle,-34.6062,-58.4931,Campana & Marcos Sastre  ,15,0
444,061 - Ministerio de Economia,-34.6089,-58.3707,"Balcarce e Yrigoyen, Hipolito Av.",24,0
458,219 - Parque Chacabuco II,-34.6364,-58.444,AV. ASAMBLEA 1400,27,0
538,047 - PARQUE DE LA INNOVACIÓN,-34.5451,-58.4514,Av. G. Udaondo 1146,16,0
2,002 - Retiro I,-34.5924,-58.3747,AV. Dr. José María Ramos Mejía 1300,40,0
21,021 - Parque Patricios,-34.6401,-58.4064,Iguazu & Uspallata,24,0
43,334 - CENTRO DE EXPOSICIONES,-34.584,-58.3899,2133 Figueroa Alcorta,27,0
61,098 - BENITO JUAREZ,-34.6189,-58.5052, Benito Juarez 2231,12,0
153,153 - JUAN MANUEL DE BLANES,-34.631,-58.3629,Av. Almirante Brown 653,19,0
168,168 - Estados Unidos,-34.6186,-58.3812,Estados Unidos & Lima,20,0
169,169 - FACULTAD DE PSICOLOGIA,-34.6131,-58.415,Av. Hipólito Yrigoyen 3417,19,0
197,197 - PLAZA CIUDAD DE UDINE,-34.621,-58.493,Mercedes 1480,20,0
228,010 - Madero UCA,-34.6165,-58.3657,"1600 Moreau De Justo, Alicia Av.",16,0
385,268 - Plaza Aristóbulo Del Valle,-34.6062,-58.4931,Campana & Marcos Sastre  ,15,0
444,061 - Ministerio de Economia,-34.6089,-58.3707,"Balcarce e Yrigoyen, Hipolito Av.",24,0
458,219 - Parque Chacabuco II,-34.6364,-58.444,AV. ASAMBLEA 1400,27,0
538,047 - PARQUE DE LA INNOVACIÓN,-34.5451,-58.4514,Av. G. Udaondo 1146,16,0
2,002 - Retiro I,-34.5924,-58.3747,AV. Dr. José María Ramos Mejía 1300,40,0
21,021 - Parque Patricios,-34.6401,-58.4064,Iguazu & Uspallata,24,0
43,334 - CENTRO DE EXPOSICIONES,-34.584,-58.3899,2133 Figueroa Alcorta,27,0
61,098 - BENITO JUAREZ,-34.6189,-58.5052, Benito Juarez 2231,12,0
153,153 - JUAN MANUEL DE BLANES,-34.631,-58.3629,Av. Almirante Brown 653,19,0
168,168 - Estados Unidos,-34.6186,-58.3812,Estados Unidos & Lima,20,0
169,169 - FACULTAD DE PSICOLOGIA,-34.6131,-58.415,Av. Hipólito Yrigoyen 3417,19,0
197,197 - PLAZA CIUDAD DE UDINE,-34.621,-58.493,Mercedes 1480,20,0
228,010 - Madero UCA,-34.6165,-58.3657,"1600 Moreau De Justo, Alicia Av.",16,0
385,268 - Plaza Aristóbulo Del Valle,-34.6062,-58.4931,Campana & Marcos Sastre  ,15,0
444,061 - Ministerio de Economia,-34.6089,-58.3707,"Balcarce e Yrigoyen, Hipolito Av.",24,0
458,219 - Parque Chacabuco II,-34.6364,-58.444,AV. ASAMBLEA 1400,27,0
538,047 - PARQUE DE LA INNOVACIÓN,-34.5451,-58.4514,Av. G. Udaondo 1146,16,0
2,002 - Retiro I,-34.5924,-58.3747,AV. Dr. José María Ramos Mejía 1300,40,0
21,021 - Parque Patricios,-34.6401,-58.4064,Iguazu & Uspallata,24,0
43,334 - CENTRO DE EXPOSICIONES,-34.584,-58.3899,2133 Figueroa Alcorta,27,0
61,098 - BENITO JUAREZ,-34.6189,-58.5052, Benito Juarez 2231,12,0
153,153 - JUAN MANUEL DE BLANES,-34.631,-58.3629,Av. Almirante Brown 653,19,0
168,168 - Estados Unidos,-34.6186,-58.3812,Estados Unidos & Lima,20,0
169,169 - FACULTAD DE PSICOLOGIA,-34.6131,-58.415,Av. Hipólito Yrigoyen 3417,19,0
197,197 - PLAZA CIUDAD DE UDINE,-34.621,-58.493,Mercedes 1480,20,0
228,010 - Madero UCA,-34.6165,-58.3657,"1600 Moreau De Justo, Alicia Av.",16,0
385,268 - Plaza Aristóbulo Del Valle,-34.6062,-58.4931,Campana & Marcos Sastre  ,15,0
444,061 - Ministerio de Economia,-34.6089,-58.3707,"Balcarce e Yrigoyen, Hipolito Av.",24,0
458,219 - Parque Chacabuco II,-34.6364,-58.444,AV. ASAMBLEA 1400,27,0
538,047 - PARQUE DE LA INNOVACIÓN,-34.5451,-58.4514,Av. G. Udaondo 1146,16,0
2,002 - Retiro I,-34.5924,-58.3747,AV. Dr. José María Ramos Mejía 1300,40,0
21,021 - Parque Patricios,-34.6401,-58.4064,Iguazu & Uspallata,24,0
43,334 - CENTRO DE EXPOSICIONES,-34.584,-58.3899,2133 Figueroa Alcorta,27,0
61,098 - BENITO JUAREZ,-34.6189,-58.5052, Benito Juarez 2231,12,0
153,153 - JUAN MANUEL DE BLANES,-34.631,-58.3629,Av. Almirante Brown 653,19,0
168,168 - Estados Unidos,-34.6186,-58.3812,Estados Unidos & Lima,20,0
169,169 - FACULTAD DE PSICOLOGIA,-34.6131,-58.415,Av. Hipólito Yrigoyen 3417,19,0
197,197 - PLAZA CIUDAD DE UDINE,-34.621,-58.493,Mercedes 1480,20,0
228,010 - Madero UCA,-34.6165,-58.3657,"1600 Moreau De Justo, Alicia Av.",16,0
385,268 - Plaza Aristóbulo Del Valle,-34.6062,-58.4931,Campana & Marcos Sastre  ,15,0
444,061 - Ministerio de Economia,-34.6089,-58.3707,"Balcarce e Yrigoyen, Hipolito Av.",24,0
458,219 - Parque Chacabuco II,-34.6364,-58.444,AV. ASAMBLEA 1400,27,0
538,047 - PARQUE DE LA INNOVACIÓN,-34.5451,-58.4514,Av. G. Udaondo 1146,16,0
2,002 - Retiro I,-34.5924,-58.3747,AV. Dr. José María Ramos Mejía 1300,40,0
21,021 - Parque Patricios,-34.6401,-58.4064,Iguazu & Uspallata,24,0
43,334 - CENTRO DE EXPOSICIONES,-34.584,-58.3899,2133 Figueroa Alcorta,27,0
61,098 - BENITO JUAREZ,-34.6189,-58.5052, Benito Juarez 2231,12,0
153,153 - JUAN MANUEL DE BLANES,-34.631,-58.3629,Av. Almirante Brown 653,19,0
168,168 - Estados Unidos,-34.6186,-58.3812,Estados Unidos & Lima,20,0
169,169 - FACULTAD DE PSICOLOGIA,-34.6131,-58.415,Av. Hipólito Yrigoyen 3417,19,0
197,197 - PLAZA CIUDAD DE UDINE,-34.621,-58.493,Mercedes 1480,20,0
228,010 - Madero UCA,-34.6165,-58.3657,"1600 Moreau De Justo, Alicia Av.",16,0
385,268 - Plaza Aristóbulo Del Valle,-34.6062,-58.4931,Campana & Marcos Sastre  ,15,0
444,061 - Ministerio de Economia,-34.6089,-58.3707,"Balcarce e Yrigoyen, Hipolito Av.",24,0
458,219 - Parque Chacabuco II,-34.6364,-58.444,AV. ASAMBLEA 1400,27,0
538,047 - PARQUE DE LA INNOVACIÓN,-34.5451,-58.4514,Av. G. Udaondo 1146,16,0
2,002 - Retiro I,-34.5924,-58.3747,AV. Dr. José María Ramos Mejía 1300,40,0
21,021 - Parque Patricios,-34.6401,-58.4064,Iguazu & Uspallata,24,0
43,334 - CENTRO DE EXPOSICIONES,-34.584,-58.3899,2133 Figueroa Alcorta,27,0
61,098 - BENITO JUAREZ,-34.6189,-58.5052, Benito Juarez 2231,12,0
153,153 - JUAN MANUEL DE BLANES,-34.631,-58.3629,Av. Almirante Brown 653,19,0
168,168 - Estados Unidos,-34.6186,-58.3812,Estados Unidos & Lima,20,0
169,169 - FACULTAD DE PSICOLOGIA,-34.6131,-58.415,Av. Hipólito Yrigoyen 3417,19,0
197,197 - PLAZA CIUDAD DE UDINE,-34.621,-58.493,Mercedes 1480,20,0
228,010 - Madero UCA,-34.6165,-58.3657,"1600 Moreau De Justo, Alicia Av.",16,0
385,268 - Plaza Aristóbulo Del Valle,-34.6062,-58.4931,Campana & Marcos Sastre  ,15,0
444,061 - Ministerio de Economia,-34.6089,-58.3707,"Balcarce e Yrigoyen, Hipolito Av.",24,0
458,219 - Parque Chacabuco II,-34.6364,-58.444,AV. ASAMBLEA 1400,27,0
538,047 - PARQUE DE LA INNOVACIÓN,-34.5451,-58.4514,Av. G. Udaondo 1146,16,0
2,002 - Retiro I,-34.5924,-58.3747,AV. Dr. José María Ramos Mejía 1300,40,0
21,021 - Parque Patricios,-34.6401,-58.4064,Iguazu & Uspallata,24,0
43,334 - CENTRO DE EXPOSICIONES,-34.584,-58.3899,2133 Figueroa Alcorta,27,0
61,098 - BENITO JUAREZ,-34.6189,-58.5052, Benito Juarez 2231,12,0
153,153 - JUAN MANUEL DE BLANES,-34.631,-58.3629,Av. Almirante Brown 653,19,0
168,168 - Estados Unidos,-34.6186,-58.3812,Estados Unidos & Lima,20,0
169,169 - FACULTAD DE PSICOLOGIA,-34.6131,-58.415,Av. Hipólito Yrigoyen 3417,19,0
197,197 - PLAZA CIUDAD DE UDINE,-34.621,-58.493,Mercedes 1480,20,0
228,010 - Madero UCA,-34.6165,-58.3657,"1600 Moreau De Justo, Alicia Av.",16,0
385,268 - Plaza Aristóbulo Del Valle,-34.6062,-58.4931,Campana & Marcos Sastre  ,15,0
444,061 - Ministerio de Economia,-34.6089,-58.3707,"Balcarce e Yrigoyen, Hipolito Av.",24,0
458,219 - Parque Chacabuco II,-34.6364,-58.444,AV. ASAMBLEA 1400,27,0
538,047 - PARQUE DE LA INNOVACIÓN,-34.5451,-58.4514,Av. G. Udaondo 1146,16,0
2,002 - Retiro I,-34.5924,-58.3747,AV. Dr. José María Ramos Mejía 1300,40,0
21,021 - Parque Patricios,-34.6401,-58.4064,Iguazu & Uspallata,24,0
43,334 - CENTRO DE EXPOSICIONES,-34.584,-58.3899,2133 Figueroa Alcorta,27,0
61,098 - BENITO JUAREZ,-34.6189,-58.5052, Benito Juarez 2231,12,0
153,153 - JUAN MANUEL DE BLANES,-34.631,-58.3629,Av. Almirante Brown 653,19,0
168,168 - Estados Unidos,-34.6186,-58.3812,Estados Unidos & Lima,20,0
169,169 - FACULTAD DE PSICOLOGIA,-34.6131,-58.415,Av. Hipólito Yrigoyen 3417,19,0
197,197 - PLAZA CIUDAD DE UDINE,-34.621,-58.493,Mercedes 1480,20,0
228,010 - Madero UCA,-34.6165,-58.3657,"1600 Moreau De Justo, Alicia Av.",16,0
385,268 - Plaza Aristóbulo Del Valle,-34.6062,-58.4931,Campana & Marcos Sastre  ,15,0
444,061 - Ministerio de Economia,-34.6089,-58.3707,"Balcarce e Yrigoyen, Hipolito Av.",24,0
458,219 - Parque Chacabuco II,-34.6364,-58.444,AV. ASAMBLEA 1400,27,0
538,047 - PARQUE DE LA INNOVACIÓN,-34.5451,-58.4514,Av. G. Udaondo 1146,16,0
2,002 - Retiro I,-34.5924,-58.3747,AV. Dr. José María Ramos Mejía 1300,40,0
21,021 - Parque Patricios,-34.6401,-58.4064,Iguazu & Uspallata,24,0
43,334 - CENTRO DE EXPOSICIONES,-34.584,-58.3899,2133 Figueroa Alcorta,27,0
61,098 - BENITO JUAREZ,-34.6189,-58.5052, Benito Juarez 2231,12,0
153,153 - JUAN MANUEL DE BLANES,-34.631,-58.3629,Av. Almirante Brown 653,19,0
168,168 - Estados Unidos,-34.6186,-58.3812,Estados Unidos & Lima,20,0
169,169 - FACULTAD DE PSICOLOGIA,-34.6131,-58.415,Av. Hipólito Yrigoyen 3417,19,0
197,197 - PLAZA CIUDAD DE UDINE,-34.621,-58.493,Mercedes 1480,20,0
228,010 - Madero UCA,-34.6165,-58.3657,"1600 Moreau De Justo, Alicia Av.",16,0
385,268 - Plaza Aristóbulo Del Valle,-34.6062,-58.4931,Campana & Marcos Sastre  ,15,0
444,061 - Ministerio de Economia,-34.6089,-58.3707,"Balcarce e Yrigoyen, Hipolito Av.",24,0
458,219 - Parque Chacabuco II,-34.6364,-58.444,AV. ASAMBLEA 1400,27,0
538,047 - PARQUE DE LA INNOVACIÓN,-34.5451,-58.4514,Av. G. Udaondo 1146,16,0
2,002 - Retiro I,-34.5924,-58.3747,AV. Dr. José María Ramos Mejía 1300,40,0
21,021 - Parque Patricios,-34.6401,-58.4064,Iguazu & Uspallata,24,0
43,334 - CENTRO DE EXPOSICIONES,-34.584,-58.3899,2133 Figueroa Alcorta,27,0
61,098 - BENITO JUAREZ,-34.6189,-58.5052, Benito Juarez 2231,12,0
153,153 - JUAN MANUEL DE BLANES,-34.631,-58.3629,Av. Almirante Brown 653,19,0
168,168 - Estados Unidos,-34.6186,-58.3812,Estados Unidos & Lima,20,0
169,169 - FACULTAD DE PSICOLOGIA,-34.6131,-58.415,Av. Hipólito Yrigoyen 3417,19,0
197,197 - PLAZA CIUDAD DE UDINE,-34.621,-58.493,Mercedes 1480,20,0
228,010 - Madero UCA,-34.6165,-58.3657,"1600 Moreau De Justo, Alicia Av.",16,0
385,268 - Plaza Aristóbulo Del Valle,-34.6062,-58.4931,Campana & Marcos Sastre  ,15,0
444,061 - Ministerio de Economia,-34.6089,-58.3707,"Balcarce e Yrigoyen, Hipolito Av.",24,0
458,219 - Parque Chacabuco II,-34.6364,-58.444,AV. ASAMBLEA 1400,27,0
538,047 - PARQUE DE LA INNOVACIÓN,-34.5451,-58.4514,Av. G. Udaondo 1146,16,0
2,002 - Retiro I,-34.5924,-58.3747,AV. Dr. José María Ramos Mejía 1300,40,0
21,021 - Parque Patricios,-34.6401,-58.4064,Iguazu & Uspallata,24,0
43,334 - CENTRO DE EXPOSICIONES,-34.584,-58.3899,2133 Figueroa Alcorta,27,0
61,098 - BENITO JUAREZ,-34.6189,-58.5052, Benito Juarez 2231,12,0
153,153 - JUAN MANUEL DE BLANES,-34.631,-58.3629,Av. Almirante Brown 653,19,0
168,168 - Estados Unidos,-34.6186,-58.3812,Estados Unidos & Lima,20,0
