station_id,num_bikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,last_reported,status,last_refresh
114,6,0,6,0,2024-09-25 22:17:02,IN_SERVICE,2024-09-26 01:18:16.146525
116,3,3,6,0,2024-09-25 22:16:18,IN_SERVICE,2024-09-26 01:18:16.146525
117,4,2,14,0,2024-09-25 22:14:49,IN_SERVICE,2024-09-26 01:18:16.146525
118,2,2,16,0,2024-09-25 22:16:48,IN_SERVICE,2024-09-26 01:18:16.146525
120,2,1,16,0,2024-09-25 22:15:47,IN_SERVICE,2024-09-26 01:18:16.146525
121,1,3,16,0,2024-09-25 22:15:43,IN_SERVICE,2024-09-26 01:18:16.146525
122,0,2,22,0,2024-09-25 22:15:28,IN_SERVICE,2024-09-26 01:18:16.146525
124,6,0,14,0,2024-09-25 22:15:51,IN_SERVICE,2024-09-26 01:18:16.146525
126,3,1,12,0,2024-09-25 22:14:43,IN_SERVICE,2024-09-26 01:18:16.146525
128,1,4,23,1,2024-09-25 22:16:31,IN_SERVICE,2024-09-26 01:18:16.146525
130,31,3,6,0,2024-09-25 22:14:59,IN_SERVICE,2024-09-26 01:18:16.146525
131,1,4,11,0,2024-09-25 22:15:13,IN_SERVICE,2024-09-26 01:18:16.146525
132,0,2,10,0,2024-09-25 22:15:33,IN_SERVICE,2024-09-26 01:18:16.146525
134,5,4,3,1,2024-09-25 22:17:33,IN_SERVICE,2024-09-26 01:18:16.146525
135,2,1,17,0,2024-09-25 22:16:41,IN_SERVICE,2024-09-26 01:18:16.146525
137,0,1,23,0,2024-09-25 22:16:23,IN_SERVICE,2024-09-26 01:18:16.146525
138,0,2,10,0,2024-09-25 22:15:59,IN_SERVICE,2024-09-26 01:18:16.146525
144,4,8,8,0,2024-09-25 22:16:55,IN_SERVICE,2024-09-26 01:18:16.146525
146,10,6,4,0,2024-09-25 22:16:46,IN_SERVICE,2024-09-26 01:18:16.146525
148,10,2,4,0,2024-09-25 22:15:53,IN_SERVICE,2024-09-26 01:18:16.146525
149,0,2,14,0,2024-09-25 22:17:27,IN_SERVICE,2024-09-26 01:18:16.146525
150,31,3,2,0,2024-09-25 22:16:32,IN_SERVICE,2024-09-26 01:18:16.146525
152,3,0,25,0,2024-09-25 22:16:12,IN_SERVICE,2024-09-26 01:18:16.146525
153,7,1,12,0,2024-09-25 22:17:10,IN_SERVICE,2024-09-26 01:18:16.146525
155,12,0,0,0,2024-09-25 22:15:31,IN_SERVICE,2024-09-26 01:18:16.146525
156,11,3,6,0,2024-09-25 22:17:31,IN_SERVICE,2024-09-26 01:18:16.146525
158,3,1,16,0,2024-09-25 22:17:05,IN_SERVICE,2024-09-26 01:18:16.146525
161,2,5,13,0,2024-09-25 22:15:45,IN_SERVICE,2024-09-26 01:18:16.146525
162,6,3,11,0,2024-09-25 22:16:54,IN_SERVICE,2024-09-26 01:18:16.146525
163,2,4,24,0,2024-09-25 22:14:56,IN_SERVICE,2024-09-26 01:18:16.146525
164,0,0,20,2,2024-09-25 22:17:03,IN_SERVICE,2024-09-26 01:18:16.146525
165,1,1,10,0,2024-09-25 22:14:56,IN_SERVICE,2024-09-26 01:18:16.146525
166,1,1,10,0,2024-09-25 22:16:39,IN_SERVICE,2024-09-26 01:18:16.146525
167,14,4,6,0,2024-09-25 22:16:45,IN_SERVICE,2024-09-26 01:18:16.146525
168,0,0,20,0,2024-09-25 22:15:22,IN_SERVICE,2024-09-26 01:18:16.146525
169,7,0,12,0,2024-09-25 22:16:11,IN_SERVICE,2024-09-26 01:18:16.146525
171,0,5,15,0,2024-09-25 22:17:33,IN_SERVICE,2024-09-26 01:18:16.146525
172,1,2,13,0,2024-09-25 22:15:14,IN_SERVICE,2024-09-26 01:18:16.146525
175,30,1,23,0,2024-09-25 22:16:56,IN_SERVICE,2024-09-26 01:18:16.146525
176,6,1,9,0,2024-09-25 22:16:46,IN_SERVICE,2024-09-26 01:18:16.146525
177,5,0,7,0,2024-09-25 22:17:06,IN_SERVICE,2024-09-26 01:18:16.146525
179,8,3,5,0,2024-09-25 22:16:26,IN_SERVICE,2024-09-26 01:18:16.146525
181,1,1,18,0,2024-09-25 22:16:38,IN_SERVICE,2024-09-26 01:18:16.146525
182,2,0,18,0,2024-09-25 22:16:44,IN_SERVICE,2024-09-26 01:18:16.146525
183,9,4,14,2,2024-09-25 21:31:07,IN_SERVICE,2024-09-26 01:18:16.146525
184,1,0,19,0,2024-09-25 22:16:35,IN_SERVICE,2024-09-26 01:18:16.146525
186,7,3,10,0,2024-09-25 22:14:55,IN_SERVICE,2024-09-26 01:18:16.146525
187,2,6,8,0,2024-09-25 22:15:04,IN_SERVICE,2024-09-26 01:18:16.146525
188,6,2,16,0,2024-09-25 22:15:05,IN_SERVICE,2024-09-26 01:18:16.146525
189,1,0,19,0,2024-09-25 22:16:14,IN_SERVICE,2024-09-26 01:18:16.146525
190,2,2,16,0,2024-09-25 22:16:11,IN_SERVICE,2024-09-26 01:18:16.146525
191,0,3,13,0,2024-09-25 22:15:28,IN_SERVICE,2024-09-26 01:18:16.146525
193,0,2,18,0,2024-09-25 22:14:45,IN_SERVICE,2024-09-26 01:18:16.146525
194,0,1,15,0,2024-09-25 22:15:26,IN_SERVICE,2024-09-26 01:18:16.146525
196,14,0,6,0,2024-09-25 22:16:43,IN_SERVICE,2024-09-26 01:18:16.146525
197,6,6,8,0,2024-09-25 19:06:35,IN_SERVICE,2024-09-26 01:18:16.146525
199,3,2,15,0,2024-09-25 22:16:06,IN_SERVICE,2024-09-26 01:18:16.146525
200,9,4,3,0,2024-09-25 22:16:20,IN_SERVICE,2024-09-26 01:18:16.146525
202,11,2,17,0,2024-09-25 22:15:14,IN_SERVICE,2024-09-26 01:18:16.146525
203,8,3,13,0,2024-09-25 22:16:13,IN_SERVICE,2024-09-26 01:18:16.146525
204,0,2,22,0,2024-09-25 22:16:34,IN_SERVICE,2024-09-26 01:18:16.146525
206,1,2,13,0,2024-09-25 22:16:56,IN_SERVICE,2024-09-26 01:18:16.146525
207,11,3,2,0,2024-09-25 22:15:25,IN_SERVICE,2024-09-26 01:18:16.146525
208,2,0,18,0,2024-09-25 22:15:00,IN_SERVICE,2024-09-26 01:18:16.146525
210,0,2,18,1,2024-09-25 22:15:34,IN_SERVICE,2024-09-26 01:18:16.146525
212,15,0,4,0,2024-09-25 18:44:33,IN_SERVICE,2024-09-26 01:18:16.146525
213,10,1,9,0,2024-09-25 22:17:43,IN_SERVICE,2024-09-26 01:18:16.146525
215,11,0,9,0,2024-09-25 22:15:58,IN_SERVICE,2024-09-26 01:18:16.146525
216,0,0,20,0,2024-09-25 22:16:55,IN_SERVICE,2024-09-26 01:18:16.146525
219,17,3,3,0,2024-09-25 22:15:04,IN_SERVICE,2024-09-26 01:18:16.146525
220,13,0,2,0,2024-09-25 22:16:56,IN_SERVICE,2024-09-26 01:18:16.146525
222,1,5,14,1,2024-09-25 22:17:11,IN_SERVICE,2024-09-26 01:18:16.146525
223,6,3,7,1,2024-09-25 22:15:31,IN_SERVICE,2024-09-26 01:18:16.146525
227,10,2,8,0,2024-09-25 22:15:23,IN_SERVICE,2024-09-26 01:18:16.146525
228,0,3,13,0,2024-09-25 22:17:42,IN_SERVICE,2024-09-26 01:18:16.146525
229,1,0,11,0,2024-09-25 22:16:12,IN_SERVICE,2024-09-26 01:18:16.146525
230,4,1,11,0,2024-09-25 22:16:40,IN_SERVICE,2024-09-26 01:18:16.146525
231,14,0,2,0,2024-09-25 22:16:33,IN_SERVICE,2024-09-26 01:18:16.146525
232,4,3,13,0,2024-09-25 22:16:26,IN_SERVICE,2024-09-26 01:18:16.146525
234,0,2,18,0,2024-09-25 22:17:03,IN_SERVICE,2024-09-26 01:18:16.146525
235,1,0,23,0,2024-09-25 22:15:00,IN_SERVICE,2024-09-26 01:18:16.146525
236,1,2,13,0,2024-09-25 22:14:51,IN_SERVICE,2024-09-26 01:18:16.146525
237,11,3,2,1,2024-09-25 22:17:27,IN_SERVICE,2024-09-26 01:18:16.146525
239,1,6,13,0,2024-09-25 22:14:58,IN_SERVICE,2024-09-26 01:18:16.146525
241,0,2,10,0,2024-09-25 22:16:35,IN_SERVICE,2024-09-26 01:18:16.146525
242,5,3,23,0,2024-09-25 22:15:57,IN_SERVICE,2024-09-26 01:18:16.146525
245,7,2,7,0,2024-09-25 22:15:19,IN_SERVICE,2024-09-26 01:18:16.146525
247,3,2,13,0,2024-09-25 22:17:04,IN_SERVICE,2024-09-26 01:18:16.146525
248,6,1,17,0,2024-09-25 22:14:44,IN_SERVICE,2024-09-26 01:18:16.146525
251,3,1,8,0,2024-09-25 22:17:11,IN_SERVICE,2024-09-26 01:18:16.146525
252,2,4,17,0,2024-09-25 22:17:36,IN_SERVICE,2024-09-26 01:18:16.146525
253,0,2,14,0,2024-09-25 22:15:34,IN_SERVICE,2024-09-26 01:18:16.146525
254,7,5,4,0,2024-09-25 22:16:13,IN_SERVICE,2024-09-26 01:18:16.146525
255,18,0,2,0,2024-09-25 22:17:18,IN_SERVICE,2024-09-26 01:18:16.146525
257,2,2,20,0,2024-09-25 22:15:35,IN_SERVICE,2024-09-26 01:18:16.146525
258,1,1,14,0,2024-09-25 22:15:17,IN_SERVICE,2024-09-26 01:18:16.146525
259,1,6,9,0,2024-09-25 22:15:55,IN_SERVICE,2024-09-26 01:18:16.146525
260,4,4,4,0,2024-09-25 22:15:44,IN_SERVICE,2024-09-26 01:18:16.146525
261,13,3,0,0,2024-09-25 22:16:32,IN_SERVICE,2024-09-26 01:18:16.146525
262,5,4,7,1,2024-09-25 22:16:09,IN_SERVICE,2024-09-26 01:18:16.146525
263,1,5,14,0,2024-09-25 22:17:01,IN_SERVICE,2024-09-26 01:18:16.146525
264,2,1,13,0,2024-09-25 22:17:43,IN_SERVICE,2024-09-26 01:18:16.146525
265,28,0,0,0,2024-09-25 22:16:28,IN_SERVICE,2024-09-26 01:18:16.146525
267,10,2,4,0,2024-09-25 22:15:50,IN_SERVICE,2024-09-26 01:18:16.146525
268,33,0,3,0,2024-09-25 22:17:26,IN_SERVICE,2024-09-26 01:18:16.146525
269,1,4,13,0,2024-09-25 22:16:32,IN_SERVICE,2024-09-26 01:18:16.146525
270,26,2,0,0,2024-09-25 22:16:29,IN_SERVICE,2024-09-26 01:18:16.146525
271,2,0,18,0,2024-09-25 22:16:36,IN_SERVICE,2024-09-26 01:18:16.146525
273,7,7,2,1,2024-09-25 22:14:57,IN_SERVICE,2024-09-26 01:18:16.146525
275,2,2,16,0,2024-09-25 22:16:21,IN_SERVICE,2024-09-26 01:18:16.146525
277,10,2,5,0,2024-09-25 22:17:02,IN_SERVICE,2024-09-26 01:18:16.146525
278,1,4,11,0,2024-09-25 22:15:46,IN_SERVICE,2024-09-26 01:18:16.146525
280,2,0,26,0,2024-09-25 22:10:17,IN_SERVICE,2024-09-26 01:18:16.146525
281,16,4,4,0,2024-09-25 22:15:07,IN_SERVICE,2024-09-26 01:18:16.146525
284,14,2,4,0,2024-09-25 22:16:04,IN_SERVICE,2024-09-26 01:18:16.146525
289,11,9,4,0,2024-09-25 22:15:22,IN_SERVICE,2024-09-26 01:18:16.146525
291,0,1,15,0,2024-09-25 22:17:25,IN_SERVICE,2024-09-26 01:18:16.146525
299,7,2,11,0,2024-09-25 22:15:34,IN_SERVICE,2024-09-26 01:18:16.146525
301,15,1,4,0,2024-09-25 22:16:00,IN_SERVICE,2024-09-26 01:18:16.146525
302,16,0,0,0,2024-09-25 22:17:26,IN_SERVICE,2024-09-26 01:18:16.146525
304,2,3,15,0,2024-09-25 22:16:33,IN_SERVICE,2024-09-26 01:18:16.146525
307,12,0,0,0,2024-09-25 22:16:10,IN_SERVICE,2024-09-26 01:18:16.146525
308,10,3,15,0,2024-09-25 22:16:34,IN_SERVICE,2024-09-26 01:18:16.146525
309,3,1,12,0,2024-09-25 22:17:10,IN_SERVICE,2024-09-26 01:18:16.146525
310,12,0,0,0,2024-09-25 22:17:38,IN_SERVICE,2024-09-26 01:18:16.146525
311,1,1,14,0,2024-09-25 22:15:58,IN_SERVICE,2024-09-26 01:18:16.146525
316,5,7,16,0,2024-09-25 22:15:35,IN_SERVICE,2024-09-26 01:18:16.146525
318,13,2,5,0,2024-09-25 22:15:25,IN_SERVICE,2024-09-26 01:18:16.146525
322,1,3,16,0,2024-09-25 19:29:32,IN_SERVICE,2024-09-26 01:18:16.146525
323,0,0,24,1,2024-09-25 22:17:18,IN_SERVICE,2024-09-26 01:18:16.146525
324,3,0,13,0,2024-09-25 22:15:07,IN_SERVICE,2024-09-26 01:18:16.146525
327,10,0,2,0,2024-09-25 22:16:24,IN_SERVICE,2024-09-26 01:18:16.146525
329,7,4,9,0,2024-09-25 22:14:51,IN_SERVICE,2024-09-26 01:18:16.146525
330,14,0,6,0,2024-09-25 22:15:46,IN_SERVICE,2024-09-26 01:18:16.146525
333,6,1,13,0,2024-09-25 22:15:47,IN_SERVICE,2024-09-26 01:18:16.146525
335,20,2,5,0,2024-09-25 22:14:54,IN_SERVICE,2024-09-26 01:18:16.146525
336,8,4,16,0,2024-09-25 22:14:47,IN_SERVICE,2024-09-26 01:18:16.146525
340,7,2,11,0,2024-09-25 22:17:10,IN_SERVICE,2024-09-26 01:18:16.146525
342,16,1,3,1,2024-09-25 22:14:46,IN_SERVICE,2024-09-26 01:18:16.146525
348,6,4,2,0,2024-09-25 22:16:25,IN_SERVICE,2024-09-26 01:18:16.146525
349,8,1,7,0,2024-09-25 22:14:52,IN_SERVICE,2024-09-26 01:18:16.146525
353,2,3,23,0,2024-09-25 22:13:01,IN_SERVICE,2024-09-26 01:18:16.146525
355,6,4,6,0,2024-09-25 22:17:17,IN_SERVICE,2024-09-26 01:18:16.146525
358,7,2,11,0,2024-09-25 22:16:31,IN_SERVICE,2024-09-26 01:18:16.146525
359,1,10,9,2,2024-09-25 22:16:33,IN_SERVICE,2024-09-26 01:18:16.146525
361,0,0,20,0,2024-09-25 22:16:22,IN_SERVICE,2024-09-26 01:18:16.146525
362,1,1,10,0,2024-09-25 22:15:59,IN_SERVICE,2024-09-26 01:18:16.146525
363,16,0,0,0,2024-09-25 22:15:33,IN_SERVICE,2024-09-26 01:18:16.146525
364,4,1,23,1,2024-09-25 22:15:12,IN_SERVICE,2024-09-26 01:18:16.146525
366,7,3,2,0,2024-09-25 22:15:10,IN_SERVICE,2024-09-26 01:18:16.146525
367,11,2,3,0,2024-09-25 22:16:28,IN_SERVICE,2024-09-26 01:18:16.146525
368,1,2,9,0,2024-09-25 22:16:35,IN_SERVICE,2024-09-26 01:18:16.146525
369,13,1,2,0,2024-09-25 22:16:25,IN_SERVICE,2024-09-26 01:18:16.146525
370,10,1,9,0,2024-09-25 22:15:50,IN_SERVICE,2024-09-26 01:18:16.146525
371,4,0,8,0,2024-09-25 22:17:39,IN_SERVICE,2024-09-26 01:18:16.146525
372,11,0,9,0,2024-09-25 22:17:22,IN_SERVICE,2024-09-26 01:18:16.146525
373,12,1,7,0,2024-09-25 22:15:20,IN_SERVICE,2024-09-26 01:18:16.146525
374,16,0,0,0,2024-09-25 22:15:39,IN_SERVICE,2024-09-26 01:18:16.146525
375,9,2,5,0,2024-09-25 22:15:16,IN_SERVICE,2024-09-26 01:18:16.146525
376,20,1,3,0,2024-09-25 22:17:23,IN_SERVICE,2024-09-26 01:18:16.146525
378,8,1,11,0,2024-09-25 22:16:36,IN_SERVICE,2024-09-26 01:18:16.146525
379,9,3,8,0,2024-09-25 22:16:48,IN_SERVICE,2024-09-26 01:18:16.146525
381,11,3,2,0,2024-09-25 22:16:10,IN_SERVICE,2024-09-26 01:18:16.146525
382,11,2,3,0,2024-09-25 22:16:02,IN_SERVICE,2024-09-26 01:18:16.146525
383,2,4,14,0,2024-09-25 22:17:20,IN_SERVICE,2024-09-26 01:18:16.146525
384,1,0,17,0,2024-09-25 22:15:57,IN_SERVICE,2024-09-26 01:18:16.146525
385,5,2,8,0,2024-09-25 22:15:01,IN_SERVICE,2024-09-26 01:18:16.146525
386,2,2,4,0,2024-09-25 22:17:28,IN_SERVICE,2024-09-26 01:18:16.146525
387,6,0,10,0,2024-09-25 22:15:13,IN_SERVICE,2024-09-26 01:18:16.146525
392,8,1,7,0,2024-09-25 22:15:19,IN_SERVICE,2024-09-26 01:18:16.146525
393,13,0,15,0,2024-09-25 22:17:05,IN_SERVICE,2024-09-26 01:18:16.146525
395,4,1,11,0,2024-09-25 22:15:59,IN_SERVICE,2024-09-26 01:18:16.146525
400,10,2,8,0,2024-09-25 22:16:28,IN_SERVICE,2024-09-26 01:18:16.146525
403,16,7,8,0,2024-09-25 22:16:55,IN_SERVICE,2024-09-26 01:18:16.146525
407,8,1,7,0,2024-09-25 22:17:28,IN_SERVICE,2024-09-26 01:18:16.146525
408,13,2,1,0,2024-09-25 22:14:56,IN_SERVICE,2024-09-26 01:18:16.146525
412,7,2,3,0,2024-09-25 22:14:51,IN_SERVICE,2024-09-26 01:18:16.146525
413,3,2,3,0,2024-09-25 22:14:48,IN_SERVICE,2024-09-26 01:18:16.146525
414,6,3,7,0,2024-09-25 22:14:49,IN_SERVICE,2024-09-26 01:18:16.146525
416,10,0,17,0,2024-09-25 22:16:14,IN_SERVICE,2024-09-26 01:18:16.146525
417,2,0,18,0,2024-09-25 22:16:23,IN_SERVICE,2024-09-26 01:18:16.146525
418,0,3,13,0,2024-09-25 22:16:04,IN_SERVICE,2024-09-26 01:18:16.146525
420,1,2,13,0,2024-09-25 22:15:54,IN_SERVICE,2024-09-26 01:18:16.146525
422,16,0,0,0,2024-09-25 22:16:26,IN_SERVICE,2024-09-26 01:18:16.146525
423,11,1,0,0,2024-09-25 22:15:42,IN_SERVICE,2024-09-26 01:18:16.146525
424,2,0,10,0,2024-09-25 22:15:24,IN_SERVICE,2024-09-26 01:18:16.146525
425,20,0,0,0,2024-09-25 22:14:12,IN_SERVICE,2024-09-26 01:18:16.146525
426,10,4,6,0,2024-09-25 22:15:35,IN_SERVICE,2024-09-26 01:18:16.146525
427,14,0,2,0,2024-09-25 22:17:25,IN_SERVICE,2024-09-26 01:18:16.146525
428,6,2,12,0,2024-09-25 22:14:51,IN_SERVICE,2024-09-26 01:18:16.146525
429,14,0,2,0,2024-09-25 22:15:25,IN_SERVICE,2024-09-26 01:18:16.146525
431,10,4,6,0,2024-09-25 22:15:51,IN_SERVICE,2024-09-26 01:18:16.146525
432,12,1,15,0,2024-09-25 22:14:49,IN_SERVICE,2024-09-26 01:18:16.146525
433,0,4,20,0,2024-09-25 22:16:11,IN_SERVICE,2024-09-26 01:18:16.146525
434,1,0,19,0,2024-09-25 22:15:09,IN_SERVICE,2024-09-26 01:18:16.146525
435,6,4,14,0,2024-09-25 22:15:47,IN_SERVICE,2024-09-26 01:18:16.146525
436,3,1,12,0,2024-09-25 22:17:27,IN_SERVICE,2024-09-26 01:18:16.146525
440,2,0,14,0,2024-09-25 22:15:01,IN_SERVICE,2024-09-26 01:18:16.146525
441,1,0,19,0,2024-09-25 22:16:52,IN_SERVICE,2024-09-26 01:18:16.146525
444,1,2,21,0,2024-09-25 22:17:12,IN_SERVICE,2024-09-26 01:18:16.146525
448,13,3,16,0,2024-09-25 22:17:00,IN_SERVICE,2024-09-26 01:18:16.146525
449,19,2,3,0,2024-09-25 22:15:49,IN_SERVICE,2024-09-26 01:18:16.146525
453,15,5,0,0,2024-09-25 22:17:35,IN_SERVICE,2024-09-26 01:18:16.146525
454,11,1,0,0,2024-09-25 22:15:00,IN_SERVICE,2024-09-26 01:18:16.146525
455,14,0,2,0,2024-09-25 22:15:22,IN_SERVICE,2024-09-26 01:18:16.146525
457,10,3,3,0,2024-09-25 22:17:41,IN_SERVICE,2024-09-26 01:18:16.146525
458,18,4,5,0,2024-09-25 22:16:21,IN_SERVICE,2024-09-26 01:18:16.146525
460,1,0,15,0,2024-09-25 22:15:55,IN_SERVICE,2024-09-26 01:18:16.146525
461,7,1,12,0,2024-09-25 22:16:55,IN_SERVICE,2024-09-26 01:18:16.146525
464,4,4,20,0,2024-09-25 22:14:58,IN_SERVICE,2024-09-26 01:18:16.146525
465,9,1,2,0,2024-09-25 22:14:34,IN_SERVICE,2024-09-26 01:18:16.146525
466,6,5,9,0,2024-09-25 22:17:27,IN_SERVICE,2024-09-26 01:18:16.146525
467,1,2,9,0,2024-09-25 22:15:17,IN_SERVICE,2024-09-26 01:18:16.146525
468,1,1,6,0,2024-09-25 22:15:53,IN_SERVICE,2024-09-26 01:18:16.146525
469,0,5,11,0,2024-09-25 22:15:24,IN_SERVICE,2024-09-26 01:18:16.146525
