station_id,num_bikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,last_reported,is_charging_station,status,is_installed,is_renting,is_returning,traffic,num_bikes_available_types.mechanical,num_bikes_available_types.ebike
393,17,1,10,0,1726438231,False,IN_SERVICE,1,1,1,,17,0
395,3,2,11,0,1726438120,False,IN_SERVICE,1,1,1,,3,0
400,6,1,13,0,1726438115,False,IN_SERVICE,1,1,1,,6,0
403,17,0,13,0,1726438156,False,IN_SERVICE,1,1,1,,17,0
407,14,0,2,0,1726438078,False,IN_SERVICE,1,1,1,,14,0
408,9,1,5,0,1726438192,False,IN_SERVICE,1,1,1,,9,0
412,5,1,6,0,1726438055,False,IN_SERVICE,1,1,1,,5,0
413,5,1,2,0,1726438057,False,IN_SERVICE,1,1,1,,5,0
414,8,0,8,0,1726438073,False,IN_SERVICE,1,1,1,,8,0
416,10,2,15,0,1726438096,False,IN_SERVICE,1,1,1,,10,0
417,5,1,14,0,1726438103,False,IN_SERVICE,1,1,1,,5,0
418,3,0,13,0,1726438192,False,IN_SERVICE,1,1,1,,3,0
420,2,0,14,0,1726438180,False,IN_SERVICE,1,1,1,,2,0
422,11,0,5,0,1726438215,False,IN_SERVICE,1,1,1,,11,0
423,8,0,4,0,1726438121,False,IN_SERVICE,1,1,1,,8,0
424,9,1,2,0,1726438082,False,IN_SERVICE,1,1,1,,9,0
425,17,1,2,0,1726438167,False,IN_SERVICE,1,1,1,,17,0
426,3,2,15,0,1726438199,False,IN_SERVICE,1,1,1,,3,0
427,12,1,3,0,1726438193,False,IN_SERVICE,1,1,1,,12,0
428,10,2,8,0,1726438096,False,IN_SERVICE,1,1,1,,10,0
429,10,2,4,0,1726438209,False,IN_SERVICE,1,1,1,,10,0
431,7,1,12,0,1726438131,False,IN_SERVICE,1,1,1,,7,0
432,7,0,21,0,1726438178,False,IN_SERVICE,1,1,1,,7,0
433,9,4,11,0,1726438195,False,IN_SERVICE,1,1,1,,9,0
434,11,0,9,0,1726438216,False,IN_SERVICE,1,1,1,,11,0
435,21,2,1,0,1726438062,False,IN_SERVICE,1,1,1,,21,0
436,2,0,14,0,1726438113,False,IN_SERVICE,1,1,1,,2,0
440,12,1,3,0,1726438131,False,IN_SERVICE,1,1,1,,12,0
441,11,0,9,0,1726438224,False,IN_SERVICE,1,1,1,,11,0
444,1,2,20,0,1726438080,False,IN_SERVICE,1,1,1,,1,0
448,16,2,14,0,1726438231,False,IN_SERVICE,1,1,1,,16,0
449,8,1,15,0,1726438194,False,IN_SERVICE,1,1,1,,8,0
453,10,0,10,0,1726438066,False,IN_SERVICE,1,1,1,,10,0
454,5,0,7,0,1726438190,False,IN_SERVICE,1,1,1,,5,0
455,3,3,10,0,1726438069,False,IN_SERVICE,1,1,1,,3,0
457,6,0,10,1,1726438231,False,IN_SERVICE,1,1,1,,6,0
458,16,5,7,0,1726438052,False,IN_SERVICE,1,1,1,,16,0
460,13,0,3,0,1726438200,False,IN_SERVICE,1,1,1,,13,0
461,1,1,18,0,1726438160,False,IN_SERVICE,1,1,1,,1,0
464,5,2,21,0,1726438195,False,IN_SERVICE,1,1,1,,5,0
465,9,1,2,0,1726438164,False,IN_SERVICE,1,1,1,,9,0
466,4,2,14,0,1726438064,False,IN_SERVICE,1,1,1,,4,0
467,0,0,12,0,1726438183,False,IN_SERVICE,1,1,1,,0,0
468,5,1,2,0,1726438194,False,IN_SERVICE,1,1,1,,5,0
469,9,0,7,0,1726438114,False,IN_SERVICE,1,1,1,,9,0
471,9,1,2,0,1726438131,False,IN_SERVICE,1,1,1,,9,0
472,7,0,9,0,1726438176,False,IN_SERVICE,1,1,1,,7,0
473,6,0,6,0,1726438139,False,IN_SERVICE,1,1,1,,6,0
474,8,0,8,0,1726438166,False,IN_SERVICE,1,1,1,,8,0
475,0,0,12,0,1726437998,False,IN_SERVICE,1,1,1,,0,0
476,8,0,4,0,1726438122,False,IN_SERVICE,1,1,1,,8,0
477,6,3,3,0,1726438063,False,IN_SERVICE,1,1,1,,6,0
478,0,0,11,0,1726438164,False,IN_SERVICE,1,1,1,,0,0
479,5,2,17,1,1726438117,False,IN_SERVICE,1,1,1,,5,0
480,8,0,4,0,1726438163,False,IN_SERVICE,1,1,1,,8,0
481,13,2,1,0,1726438145,False,IN_SERVICE,1,1,1,,13,0
482,6,1,5,0,1726438149,False,IN_SERVICE,1,1,1,,6,0
483,2,0,10,0,1726438209,False,IN_SERVICE,1,1,1,,2,0
484,9,1,2,0,1726438096,False,IN_SERVICE,1,1,1,,9,0
486,1,0,11,0,1726438117,False,IN_SERVICE,1,1,1,,1,0
487,5,2,5,0,1726438110,False,IN_SERVICE,1,1,1,,5,0
488,11,1,0,0,1726438188,False,IN_SERVICE,1,1,1,,11,0
489,4,2,10,0,1726438229,False,IN_SERVICE,1,1,1,,4,0
490,4,0,12,0,1726438165,False,IN_SERVICE,1,1,1,,4,0
491,3,2,3,0,1726438164,False,IN_SERVICE,1,1,1,,3,0
492,3,2,15,1,1726438122,False,IN_SERVICE,1,1,1,,3,0
493,0,2,6,0,1726438195,False,IN_SERVICE,1,1,1,,0,0
494,7,0,5,0,1726438087,False,IN_SERVICE,1,1,1,,7,0
496,0,0,12,0,1726438187,False,IN_SERVICE,1,1,1,,0,0
497,4,1,7,0,1726438088,False,IN_SERVICE,1,1,1,,4,0
498,2,0,10,0,1726438120,False,IN_SERVICE,1,1,1,,2,0
499,11,5,0,0,1726438221,False,IN_SERVICE,1,1,1,,11,0
500,0,0,16,0,1726438062,False,IN_SERVICE,1,1,1,,0,0
501,8,0,8,0,1726438111,False,IN_SERVICE,1,1,1,,8,0
502,3,0,13,0,1726438207,False,IN_SERVICE,1,1,1,,3,0
503,7,1,12,0,1726438188,False,IN_SERVICE,1,1,1,,7,0
504,0,0,12,0,1726438087,False,IN_SERVICE,1,1,1,,0,0
505,9,0,7,0,1726438213,False,IN_SERVICE,1,1,1,,9,0
506,5,1,14,0,1726438090,False,IN_SERVICE,1,1,1,,5,0
507,10,6,8,0,1726438158,False,IN_SERVICE,1,1,1,,10,0
508,9,0,3,0,1726438090,False,IN_SERVICE,1,1,1,,9,0
509,9,0,3,0,1726438164,False,IN_SERVICE,1,1,1,,9,0
511,15,0,1,0,1726438082,False,IN_SERVICE,1,1,1,,15,0
512,11,0,8,0,1726438175,False,IN_SERVICE,1,1,1,,11,0
513,8,0,4,0,1726438070,False,IN_SERVICE,1,1,1,,8,0
515,9,2,4,0,1726438170,False,IN_SERVICE,1,1,1,,9,0
516,14,5,1,0,1726438158,False,IN_SERVICE,1,1,1,,14,0
517,2,3,11,0,1726438180,False,IN_SERVICE,1,1,1,,2,0
518,12,0,0,0,1726438167,False,IN_SERVICE,1,1,1,,12,0
519,14,2,4,0,1726438179,False,IN_SERVICE,1,1,1,,14,0
520,1,0,19,0,1726438189,False,IN_SERVICE,1,1,1,,1,0
521,4,0,12,0,1726438152,False,IN_SERVICE,1,1,1,,4,0
522,1,2,13,0,1726438063,False,IN_SERVICE,1,1,1,,1,0
524,0,1,11,0,1726438202,False,IN_SERVICE,1,1,1,,0,0
525,12,2,2,0,1726438087,False,IN_SERVICE,1,1,1,,12,0
526,2,0,10,0,1726438231,False,IN_SERVICE,1,1,1,,2,0
527,2,2,8,0,1726438167,False,IN_SERVICE,1,1,1,,2,0
528,8,0,8,0,1726438198,False,IN_SERVICE,1,1,1,,8,0
529,2,2,14,0,1726438130,False,IN_SERVICE,1,1,1,,2,0
530,2,7,11,1,1726438140,False,IN_SERVICE,1,1,1,,2,0
531,11,4,5,0,1726438092,False,IN_SERVICE,1,1,1,,11,0
532,2,0,18,0,1726438183,False,IN_SERVICE,1,1,1,,2,0
533,9,0,11,0,1726438196,False,IN_SERVICE,1,1,1,,9,0
534,5,0,19,0,1726438113,False,IN_SERVICE,1,1,1,,5,0
535,17,1,2,0,1726438191,False,IN_SERVICE,1,1,1,,17,0
536,0,0,20,0,1726438111,False,IN_SERVICE,1,1,1,,0,0
537,10,0,2,0,1726438166,False,IN_SERVICE,1,1,1,,10,0
538,6,0,9,0,1726438075,False,IN_SERVICE,1,1,1,,6,0
539,2,0,18,0,1726438114,False,IN_SERVICE,1,1,1,,2,0
540,5,0,13,1,1726438103,False,IN_SERVICE,1,1,1,,5,0
541,0,0,12,1,1726438179,False,IN_SERVICE,1,1,1,,0,0
542,1,0,15,0,1726438226,False,IN_SERVICE,1,1,1,,1,0
543,9,2,5,0,1726438201,False,IN_SERVICE,1,1,1,,9,0
544,2,1,20,0,1726438060,False,IN_SERVICE,1,1,1,,2,0
545,12,1,7,0,1726438179,False,IN_SERVICE,1,1,1,,12,0
546,8,5,3,0,1726438069,False,IN_SERVICE,1,1,1,,8,0
547,1,0,19,0,1726438151,False,IN_SERVICE,1,1,1,,1,0
548,11,2,7,0,1726438061,False,IN_SERVICE,1,1,1,,11,0
549,12,3,1,0,1726438080,False,IN_SERVICE,1,1,1,,12,0
550,13,1,6,0,1726438131,False,IN_SERVICE,1,1,1,,13,0
551,15,1,4,0,1726438164,False,IN_SERVICE,1,1,1,,15,0
552,10,1,13,0,1726438171,False,IN_SERVICE,1,1,1,,10,0
553,1,1,14,0,1726438139,False,IN_SERVICE,1,1,1,,1,0
554,4,0,12,0,1726438082,False,IN_SERVICE,1,1,1,,4,0
556,6,2,24,0,1726438218,False,IN_SERVICE,1,1,1,,6,0
