station_id,num_bikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,last_reported,status,last_refresh
2,4,3,33,0,2024-09-20 18:55:36,IN_SERVICE,2024-09-20 18:58:34.529606
3,0,2,26,0,2024-09-20 18:57:57,IN_SERVICE,2024-09-20 18:58:34.529606
4,3,0,17,0,2024-09-20 18:57:29,IN_SERVICE,2024-09-20 18:58:34.529606
5,1,4,37,0,2024-09-20 18:57:51,IN_SERVICE,2024-09-20 18:58:34.529606
6,3,0,17,0,2024-09-20 18:56:28,IN_SERVICE,2024-09-20 18:58:34.529606
7,2,0,22,0,2024-09-20 18:56:40,IN_SERVICE,2024-09-20 18:58:34.529606
8,1,2,21,0,2024-09-20 18:56:03,IN_SERVICE,2024-09-20 18:58:34.529606
9,2,4,18,0,2024-09-20 18:55:43,IN_SERVICE,2024-09-20 18:58:34.529606
12,1,0,15,0,2024-09-20 18:57:54,IN_SERVICE,2024-09-20 18:58:34.529606
13,1,5,24,0,2024-09-20 18:57:06,IN_SERVICE,2024-09-20 18:58:34.529606
14,7,2,21,0,2024-09-20 18:56:31,IN_SERVICE,2024-09-20 18:58:34.529606
17,7,0,13,0,2024-09-20 18:57:15,IN_SERVICE,2024-09-20 18:58:34.529606
21,19,1,3,0,2024-09-20 14:12:56,IN_SERVICE,2024-09-20 18:58:34.529606
22,1,1,18,0,2024-09-20 18:57:14,IN_SERVICE,2024-09-20 18:58:34.529606
24,0,0,18,0,2024-09-20 18:56:44,IN_SERVICE,2024-09-20 18:58:34.529606
25,2,0,28,0,2024-09-20 18:57:00,IN_SERVICE,2024-09-20 18:58:34.529606
26,0,0,30,0,2024-09-20 18:58:04,IN_SERVICE,2024-09-20 18:58:34.529606
27,1,1,18,0,2024-09-20 18:57:03,IN_SERVICE,2024-09-20 18:58:34.529606
29,9,1,19,0,2024-09-20 18:58:03,IN_SERVICE,2024-09-20 18:58:34.529606
32,0,1,17,0,2024-09-20 18:55:50,IN_SERVICE,2024-09-20 18:58:34.529606
33,1,3,16,0,2024-09-20 18:56:27,IN_SERVICE,2024-09-20 18:58:34.529606
35,0,5,27,0,2024-09-20 18:56:55,IN_SERVICE,2024-09-20 18:58:34.529606
36,0,0,12,0,2024-09-20 18:55:11,IN_SERVICE,2024-09-20 18:58:34.529606
38,0,0,20,0,2024-09-20 18:55:44,IN_SERVICE,2024-09-20 18:58:34.529606
41,3,1,16,1,2024-09-20 18:55:49,IN_SERVICE,2024-09-20 18:58:34.529606
43,7,2,19,0,2024-09-20 18:56:18,IN_SERVICE,2024-09-20 18:58:34.529606
44,1,1,18,0,2024-09-20 18:55:24,IN_SERVICE,2024-09-20 18:58:34.529606
45,0,0,20,0,2024-09-20 18:21:16,IN_SERVICE,2024-09-20 18:58:34.529606
46,7,2,9,0,2024-09-20 18:55:41,IN_SERVICE,2024-09-20 18:58:34.529606
48,1,0,15,0,2024-09-20 18:55:21,IN_SERVICE,2024-09-20 18:58:34.529606
49,9,0,7,0,2024-09-20 18:56:57,IN_SERVICE,2024-09-20 18:58:34.529606
50,13,0,7,0,2024-09-20 18:57:21,IN_SERVICE,2024-09-20 18:58:34.529606
54,3,1,16,0,2024-09-20 18:30:23,IN_SERVICE,2024-09-20 18:58:34.529606
56,0,1,19,0,2024-09-20 18:57:01,IN_SERVICE,2024-09-20 18:58:34.529606
57,0,2,10,0,2024-09-20 18:57:25,IN_SERVICE,2024-09-20 18:58:34.529606
58,0,2,18,0,2024-09-20 18:57:15,IN_SERVICE,2024-09-20 18:58:34.529606
59,1,3,16,0,2024-09-20 18:55:37,IN_SERVICE,2024-09-20 18:58:34.529606
60,8,0,12,0,2024-09-20 15:59:47,IN_SERVICE,2024-09-20 18:58:34.529606
61,3,0,8,0,2024-09-20 18:57:50,IN_SERVICE,2024-09-20 18:58:34.529606
63,0,2,26,0,2024-09-20 18:57:07,IN_SERVICE,2024-09-20 18:58:34.529606
64,1,0,19,0,2024-09-20 18:58:08,IN_SERVICE,2024-09-20 18:58:34.529606
65,4,5,11,0,2024-09-20 17:20:10,IN_SERVICE,2024-09-20 18:58:34.529606
66,2,5,13,0,2024-09-20 18:56:58,IN_SERVICE,2024-09-20 18:58:34.529606
68,11,5,0,0,2024-09-20 18:57:02,IN_SERVICE,2024-09-20 18:58:34.529606
69,0,7,9,0,2024-09-20 18:57:37,IN_SERVICE,2024-09-20 18:58:34.529606
70,4,3,17,0,2024-09-20 18:57:51,IN_SERVICE,2024-09-20 18:58:34.529606
71,2,1,27,0,2024-09-20 18:57:03,IN_SERVICE,2024-09-20 18:58:34.529606
73,18,0,2,0,2024-09-20 18:58:02,IN_SERVICE,2024-09-20 18:58:34.529606
74,9,7,14,0,2024-09-20 18:56:07,IN_SERVICE,2024-09-20 18:58:34.529606
75,1,3,16,0,2024-09-20 18:56:01,IN_SERVICE,2024-09-20 18:58:34.529606
76,0,1,19,0,2024-09-20 18:57:05,IN_SERVICE,2024-09-20 18:58:34.529606
77,0,0,16,0,2024-09-20 18:55:48,IN_SERVICE,2024-09-20 18:58:34.529606
79,6,1,23,0,2024-09-20 18:55:44,IN_SERVICE,2024-09-20 18:58:34.529606
80,1,4,7,0,2024-09-20 18:58:08,IN_SERVICE,2024-09-20 18:58:34.529606
82,7,5,8,0,2024-09-20 18:56:59,IN_SERVICE,2024-09-20 18:58:34.529606
83,1,0,27,0,2024-09-20 18:56:21,IN_SERVICE,2024-09-20 18:58:34.529606
85,2,0,18,0,2024-09-20 18:56:57,IN_SERVICE,2024-09-20 18:58:34.529606
86,13,1,6,0,2024-09-20 18:55:52,IN_SERVICE,2024-09-20 18:58:34.529606
87,0,0,16,0,2024-09-20 18:57:32,IN_SERVICE,2024-09-20 18:58:34.529606
89,0,1,19,0,2024-09-20 18:56:47,IN_SERVICE,2024-09-20 18:58:34.529606
91,3,0,21,0,2024-09-20 18:58:09,IN_SERVICE,2024-09-20 18:58:34.529606
92,8,0,12,0,2024-09-20 17:44:23,IN_SERVICE,2024-09-20 18:58:34.529606
93,2,2,16,0,2024-09-20 18:57:43,IN_SERVICE,2024-09-20 18:58:34.529606
94,2,2,25,1,2024-09-20 18:55:44,IN_SERVICE,2024-09-20 18:58:34.529606
96,3,2,11,0,2024-09-20 18:57:09,IN_SERVICE,2024-09-20 18:58:34.529606
98,0,2,14,0,2024-09-20 18:55:57,IN_SERVICE,2024-09-20 18:58:34.529606
99,3,2,15,0,2024-09-20 18:55:09,IN_SERVICE,2024-09-20 18:58:34.529606
101,0,0,20,0,2024-09-20 18:56:05,IN_SERVICE,2024-09-20 18:58:34.529606
102,1,4,15,0,2024-09-20 18:55:32,IN_SERVICE,2024-09-20 18:58:34.529606
104,1,0,29,0,2024-09-20 18:56:57,IN_SERVICE,2024-09-20 18:58:34.529606
107,3,1,12,0,2024-09-20 18:56:35,IN_SERVICE,2024-09-20 18:58:34.529606
111,2,1,27,1,2024-09-20 18:56:26,IN_SERVICE,2024-09-20 18:58:34.529606
112,3,5,12,1,2024-09-20 18:56:51,IN_SERVICE,2024-09-20 18:58:34.529606
114,3,1,8,0,2024-09-20 18:57:53,IN_SERVICE,2024-09-20 18:58:34.529606
116,4,2,6,0,2024-09-20 18:56:55,IN_SERVICE,2024-09-20 18:58:34.529606
