station_id,num_bikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,last_reported,is_charging_station,status,is_installed,is_renting,is_returning,traffic,num_bikes_available_types.mechanical,num_bikes_available_types.ebike
500,4,2,10,0,1729015127,False,IN_SERVICE,1,1,1,,4,0
501,0,2,14,0,1729015148,False,IN_SERVICE,1,1,1,,0,0
502,1,1,14,0,1729015095,False,IN_SERVICE,1,1,1,,1,0
503,11,0,9,0,1729015178,False,IN_SERVICE,1,1,1,,11,0
504,5,4,3,0,1729015121,False,IN_SERVICE,1,1,1,,5,0
505,13,2,1,0,1729015221,False,IN_SERVICE,1,1,1,,13,0
507,10,3,11,0,1729015096,False,IN_SERVICE,1,1,1,,10,0
508,10,0,2,0,1729015105,False,IN_SERVICE,1,1,1,,10,0
509,7,0,5,0,1729015141,False,IN_SERVICE,1,1,1,,7,0
511,12,1,3,0,1729015063,False,IN_SERVICE,1,1,1,,12,0
512,6,2,12,0,1729015128,False,IN_SERVICE,1,1,1,,6,0
513,5,1,6,0,1729015217,False,IN_SERVICE,1,1,1,,5,0
515,6,2,8,0,1729015118,False,IN_SERVICE,1,1,1,,6,0
516,11,3,6,0,1729015077,False,IN_SERVICE,1,1,1,,11,0
517,6,1,9,0,1729015071,False,IN_SERVICE,1,1,1,,6,0
518,9,0,3,0,1729015166,False,IN_SERVICE,1,1,1,,9,0
519,17,2,1,0,1729015100,False,IN_SERVICE,1,1,1,,17,0
520,8,0,12,0,1729015188,False,IN_SERVICE,1,1,1,,8,0
521,1,2,13,0,1729015232,False,IN_SERVICE,1,1,1,,1,0
522,9,1,6,0,1729015085,False,IN_SERVICE,1,1,1,,9,0
524,3,1,8,0,1729015159,False,IN_SERVICE,1,1,1,,3,0
525,11,2,3,0,1729015158,False,IN_SERVICE,1,1,1,,11,0
526,10,1,1,0,1729015145,False,IN_SERVICE,1,1,1,,10,0
527,5,4,3,0,1729015088,False,IN_SERVICE,1,1,1,,5,0
528,4,2,10,0,1729015190,False,IN_SERVICE,1,1,1,,4,0
529,0,1,17,0,1729015157,False,IN_SERVICE,1,1,1,,0,0
530,5,0,15,0,1729015081,False,IN_SERVICE,1,1,1,,5,0
531,11,2,7,0,1729015117,False,IN_SERVICE,1,1,1,,11,0
532,5,2,13,0,1729015231,False,IN_SERVICE,1,1,1,,5,0
533,4,1,15,0,1729015081,False,IN_SERVICE,1,1,1,,4,0
534,21,2,1,0,1729015230,False,IN_SERVICE,1,1,1,,21,0
535,1,3,16,0,1729015106,False,IN_SERVICE,1,1,1,,1,0
536,1,0,19,0,1729015225,False,IN_SERVICE,1,1,1,,1,0
537,2,1,9,0,1729015076,False,IN_SERVICE,1,1,1,,2,0
538,2,1,13,0,1729015084,False,IN_SERVICE,1,1,1,,2,0
539,3,1,16,0,1729014943,False,IN_SERVICE,1,1,1,,3,0
540,1,0,17,0,1729015191,False,IN_SERVICE,1,1,1,,1,0
541,4,1,7,0,1729015197,False,IN_SERVICE,1,1,1,,4,0
542,11,4,1,1,1729015157,False,IN_SERVICE,1,1,1,,11,0
543,4,4,8,0,1729015236,False,IN_SERVICE,1,1,1,,4,0
544,8,3,12,0,1729015075,False,IN_SERVICE,1,1,1,,8,0
545,2,1,17,0,1729015113,False,IN_SERVICE,1,1,1,,2,0
546,1,1,14,0,1729015099,False,IN_SERVICE,1,1,1,,1,0
547,1,0,19,0,1729015088,False,IN_SERVICE,1,1,1,,1,0
548,14,1,5,0,1729015119,False,IN_SERVICE,1,1,1,,14,0
549,9,1,6,0,1729015207,False,IN_SERVICE,1,1,1,,9,0
550,10,4,6,0,1729015238,False,IN_SERVICE,1,1,1,,10,0
551,7,0,13,0,1729015157,False,IN_SERVICE,1,1,1,,7,0
552,6,1,17,0,1729015115,False,IN_SERVICE,1,1,1,,6,0
553,4,1,11,0,1729015222,False,IN_SERVICE,1,1,1,,4,0
554,0,0,16,0,1729015139,False,IN_SERVICE,1,1,1,,0,0
556,16,0,16,0,1729015211,False,IN_SERVICE,1,1,1,,16,0
557,12,1,3,0,1729015241,False,IN_SERVICE,1,1,1,,12,0
558,2,6,8,0,1729015093,False,IN_SERVICE,1,1,1,,2,0
